review_id,review_text,price,packaging,product,aroma
3438,"sunscreen pertamaku setelah 2 tahun lepas dari skincare dokter kulit, suka sama kemasannya mencerminkan sunscreen banget hahha, teksturnya lotion agak kental warna putih, awal pakai aku kira bakal susah diratain ternyata enggak, cepat meresap kok, hasil akhir matte, enggak bikin muka oily heboh setelah 3-4 jam pemakaian,",0,1,1,0
4731,"pakai uv tint ini karena lagi window shopping aja di watsons. hanya coba-coba karena lagi bermasalah sama jerawat. tapi setelah dicoba ok banget !. harga yang murah jadi buat produk ini pas banget. walaupun bisa maksimal nutupi jerawat nggak tapi nggak bikin kulit berminyak. tempatnya yang mungil dan tutupnya yang aman, bisa banget buat masuk di pouch mungil. sangat berguna dipake sehari-hari.",1,1,1,0
4916,"kulit ku tipe yang susah nyerap produk, tapi sunscreen ini gampang nyerap, gak bikin berminyak juga. aku punya nya yang versi tint warna pink, bisa bikin wajah cerah seketika. harganya mahal banget dan isinya cuman dikit",-1,0,0,0
4947,"cukup mahal memang, tapi worth it. nge blend di wajah. tidak lengket meskipun teksturnya kental (krim). saya tidak berencana membeli produk ini lagi karena sudah cocok memakai produk lain yang lebih terjangkau, yaitu larissa dan wardah.",-1,0,-1,0
4948,"sangat terjangkau. cocok di wajah. aromanya enak, seger. gelnya ringan banget. setelah diaplikasikan berasa langsung meresap. tidak menyebabkan minyak atau kering. tepat di wajah aku. saya pakai untuk sehari-hari karena ringan di wajah.",1,0,1,1
5390,"ini tabir surya pertama saya dan sukses bikin saya beli kembali terus sampe sekarang karena murah. teksturnya ringan, cepat menyerap, cukup melembapkan dan yang paling saya suka tidak terlalu bagus! Selain itu tabir surya ini mudah banget dicari dimana-mana. pokonya belum ada yang bisa gantiin tabir surya ini dari segi kualitas mantap, harga murah dan ketersediaannya: d",1,0,1,0
5706,"sunscreens ini berguna untuk kamu yang sering melakukan aktifitas di luar ruangan, gak hanya outdoor saja, berenang, berjemur, dan selfie di pantai pun harus memakai pelindung matahari terlebih dahulu. 30menit sebelum kena sinar matahari. dan produk ini bisa dipakai untuk seluruh tubuh dan wajah. Saya sangat suka produk ini, tapi harganya mahal t__t",-1,0,1,0
5826,"Saya suka tabir surya ini! Sebelumnya saya biasa menggunakan produk sunblock \\\\ / sunscreen keluaran amerika \\\\ / eropa yang umumnya lengket dan berminyak. tabir surya ini benar-benar ringan, terasa seperti tidak ada di kulit, dan tidak meninggalkan kulit putih. meski ada kandungan alkoholnya tapi nggak terasa mengeringkan kulit. harganya juga sangat terjangkau. Karena ini tergolong chemical sunscreen, maka orang dengan kulit sensitif perlu berhati-hati, ya. ini adalah sunscreen berbahan kimia berbasis air, jadi keuntungannya jelas terasa ringan di wajah dan nggak ada white cast. berkinerja baik di bawah riasan. harus hati-hati karena sunscreen jni nggak water resistant atau sebum resistant. selain itu, kandungan alkoholnya cukup tinggi, jadi untuk kulit kering seperti saya harus menggunakan pelembab.",1,0,1,0
6470,"salah satu suncreen favorite dengan spf 30 dan tekstur mirip jelly. tidak ada warnanya sehingga cocok untuk berbagai skintone. wanginya enak, agak mirip buah. saat dipakai, rasanya nyaman dan tidak lengket karena mudah meresap. tidak membuat wajah lebih bersinar atau matte. cocok untuk pemakaian di wajah dan tubuh, praktis! kemasan botolnya nyaman di rumah dan mulut botolnya kecil jadi lebih mudah mengontrol pemakaian. dibeli kembali.",0,1,1,1
6600,"paling favorit sepanjang masa! packaging: bagus, besarnya pas, bentuknya tube jadi gampang aplikasinya. bagian luarnya empuk, jadi dipencet dikit udah keluar cairannya. tekstur: cair, nggak creamy kayak sun screen lainnya. jadi nggak ada yang namanya white cast atau white residue. kayak nggak pake apa-apa setelah diaplikasikan. ditimpa dengan bedak padat jadi lebih gampang. suka! warna: putih cenderung bening. tapi setelah diaplikasikan menyatu dengan warna kulit. padahal ini spf-nya 50 lho. Dibandingkan dengan layar merek lain dengan spf yang lebih rendah, biore ini lebih terang warnanya. harga: relatif murah, sekitar rp, 150.000. dibandingkan tabir surya lain yang harganya 200.000 - 400.000, jelas biore lebih murah. itu sepadan dengan setiap sen.",1,1,1,0
7908,"tabir surya wajah cawan suci saya! beli di watsons jakarta (lupa berapa harganya), dan langsung jatuh cinta saat menggunakan pertama kali. aromanya enak, fruity dan segar. saat diaplikasikan terasa seperti memakai pelembab saja, karena dapat diratakan dan menyerap dengan cepat, jadi tidak terasa berminyak. ada sensasi sejuk saat mengoleskan di muka. sungguh menyenangkan! sulit dicari dan harganya cukup mahal, 2-3 kali lipat dibanding tabir surya saya sebelumnya.",-1,0,1,1
8091,"suka banget sama produk ini, karna menyerap dengan baik ke kulit. ada sensasi dinginnya dan nyaman dipakai. nggak berat dipakai dan cocok untuk sehari-hari. harganya terjangkau dan mudah didapat. tapi karena sudah banyak pelembab yang pakai spf jadi kadang udah nggak pakai ini.",1,0,1,0
8759,"produk melanox yang satu ini sangat sukses mengisi hati saya, saya suka banget. Dengan menggunakan produk ini, saya bisa selamat dari teriknya panas matahari selama 10 hari acara outbond di lapangan. kemasannya kecil dan travel friendly, sangat mudah untuk dibawa kemana saja. selain itu kandungannya juga bebas minyak dan non-komedogenik. walaupun bentuknya kecil dengan harga yang lumayan mahal, tapi produk ini awet banget guys. warnanya sendiri sedikit cream, tapi ga perlu khawatir karena ketika berbaur, maka produk ini menyatu dengan baik di kulit. It aga lengket sih di awal, but only just a just a little dan setelah itu produk ini menyatu with good di kulit. itulah mengapa saya sangat menyukai produk ini.",-1,1,1,0
8812,"udah pake sunscreen ini dari lama banget, selalu repurchase. apa yang tidak untuk dicintai? murah, gampang carinya, spfnya tinggi, ga bikin kucel dan jerawatan (kalo di aku yaa), gampang di blend dan meresap cepat di kulit. emang finishnya ga matte sih tapi ga bikin berminyak parah juga kok",1,0,1,0
12134,"love it ... dia murah, tapi sebagus shiseido yang harganya 7 kali lipat ... membayangkan ..... sejak tau biore face milk jadi berasa ga mau beli shiseido lagi muka jadi matte, nahan minyak ... so far ga ada masalah dan ga bikini break out",1,0,1,0
14386,"uv protection favorite aku ... texturenya agak tebal memang, tapi setelah diapply cepat meresap dan tidak terasa berat .. kulitku pada memang benar-benar berminyak, hydro aid uv protection ini memang membuat kulit terlihat sedikit lebih berminyak..tapi menurutku tinggal di blot dan hanya meninggalkan kesan kulit glowing..dan yang paling penting, tidak menimbulkan jerawat dan wanginya enak banget ...",0,0,1,1
14645,"suka banget dengan teksturnya yang ringan dan gampang menyerap di kulit. apalagi spfnya tinggi (spf 50) jadi merasa kulit wajah terlindungi banget. di wajah juga ga 'bikin putih (cor putih). plus harganya sangat terjangkau, pasti pembelian kembali.",1,0,1,0
16148,"dari semua varian skin aqua, yang satu ini paling gampang ditemuin dibandingkan dengan varian lainnya. Setidaknya di daerah aku sih ya ... tekstur dari tabir surya ini berair. biasanya aku pake sebelum pake makeup. (+) water based jadi gampang meresap ke kulit (+) nggak bikin whitecast (+) like packaging-nya yang mengerucut, jadi isi produk nggak akan keluar kebanyakan saat kita mau apply (+) terjangkau (+) gampang ditemuin di supermarket besar dan apotek sejauh ini sih nggak ada review negatifnya. Saya sangat menyukai yang ini. Saya telah mencari tabir surya yang bagus dengan harga terjangkau. direkomendasikan!",1,1,1,0
18127,"sunblock ini teksturnya enak banget, awalnya waktu nyobain di tangan kirain bakal lengket tapi ternyata nggak. wajah juga ga jadi berminyak dan ga bikin break out. padahal tadinya udah waspada soalnya sering denger semakin tinggi spf berminyak produknya. satu satunya kekurangannya adalah kemasannya jelek. harus hati hati waktu ngeluarin produknya soalnya sekali dipencet tubenya suka netes terus menerus, jadi kalo sempet meleng dikit bisa kebuang banyak. sayang kan harganya mahal :(.",-1,-1,0,0
19038,"teksturnya berupa krim berwarna putih susu, cepat meresap ke kulit dan tidak berminyak atau terasa lengket. wanginya cukup enak. produk ini juga tidak menimbulkan kesan kulit putih. kemasannya bagus, berbentuk tube berwarna kuning, dengan tutup fliptop yang praktis. bisa dipakai untuk kulit wajah dan tubuh. suka banget sama sunblock ini, bakalan yang dibeli kembali terus pokoknya.",0,1,1,1
19109,"lotion tabir surya terbaik yang pernah saya kenal !!! efeknya okeeee bangeeet, waktu liburan sering ke pantai selama sebulan selalu pake ini, kulit ngga bakal gosong dan ngga ada merah merah terbakar sinar matahari gitu, oke banget pokoknya dan menurutku emang cuma banana boat deh sunscreen yang beneran melindungi kulit dari sinar matahari, harganya agak mahal sih tapi terjustifikasi dengan efeknya yang amazinggg! direkomendasikan banget pokoknya",-1,0,1,0
19588,"produk acnes terbaik yang pernah saya coba! + tekstur cair dan mudah diaplikasikan ke muka + oil control nya juara, awet sampai 12 jam di muka + warnanya saat dipakai putih pink, namun tetap natural + harganya terjangkau + mudah didapatkan",1,0,1,0
20376,"harganya memang mahal. tapi dengan performance yang sangat ciamik (oke.lebay) saya sangat menyukai spf ini. satu catatan kecil adalah setelahnya, kita harus sangat-sangat membersihkan wajah. sebaliknya, pada saat pertama tama saya pakai, menyisakan komedo dan komedo putih. tidak cantik. teksturnya milky tapi tidak kental sehingga sangat ringan dan cocok digunakan di bawah make up (seperti primer atau bb cream). namun hasil akhirnya cukup matte sehingga base make up request yang mengandung oil secukupnya. Terdapat putih dalam bahannya namun kalau digunakan tidak bercampur dengan keringat sehingga tidak putih-putih di wajah.",-1,0,1,0
20516,"suka banget sama sunblock ini karena, tidak membuat whitecast di wajah dan formulanya cepat menyerap di kulit. Selain itu, spfnya tinggi dan aromanya enak, jadi sangat nyaman dipakai di kulit wajah. ketika dioles di kulit ada sedikit sensasi dingin di kulit, mungkin itu karena kandungan alkohol di dalamnya ya? pokoknya saya suka sekali dan akan selalu pakai sunblock ini.",0,0,1,1
21095,"produk tabir surya yang paling ringan dan enak dipakai. udah 3 kali pembelian ulang. ringan dan ngga kelihatannya kelihatan berminyak, trus cepat menyerap ke dalam kulit muka. dan krn ada brightening nya jadi wajah kkelihatan glowing juga setelah penggunaan ini. Harganya emang agak mahal, tapi ya berhubung udah pernah pake berbagai macem sunscreen, rasanya ini yang paling pas",-1,0,1,0
21522,"coba sunblock ini dalam bentuk sachetnya karena dikasih bonus sama ba clarins. bisa dipake 3x an.hehe ngiriiit banget. aku suka banget sama sunblock ini, ngblend dengan sempurna di muka, coveragenya bagus malah seperti pakai bb cream. oil controlnya andalan bgt, ga berminyak sama sekali. tapi saya tidak akan membeli kembali, mahal banget",-1,0,-1,0
21754,produk favorit! skin aqua uv moisture uv spf 50+ dan pa +++ bisa memberi perlindungan maksimal untuk kulit wajah seharian penuh. teksturnya cair dan mudah meresap ke kulit. Produk ini juga cocok digunakan sebagai riasan dasar karena tidak membuat kulit jadi lengket dan tidak merusak riasan wajah kita. packagingnya yang kecil dan tutupnya yang berbentuk ulir juga ramah perjalanan karena tidak membuat tas menjadi penuh dan juga tidak mudah tumpah.,0,1,1,0
23384,"udah beli kembali ini beberapa kali. suka sama kemasan botolnya yg berguna, ujung botolnya kecil jadi bisa kontrol produk yg keluar, dan pastinya karena cocok di kulit. pemakaian pertama-tama ini tabir surya favorit bgt karena dulu wajah termasuk yg berminyak, jadi matte finishnya suka bgt, awet lagi. cuma krn skrg jenis kulit udh kombinasi, agak rumit pakainya di daerah yg kering krn muncul di tambalan kering. seperti tabir surya lainnya, kalau dipakai tebel ya jadi putih bgt warna mukanya dan jerawat ini di beberapa formula makeup harian saya gak nyatu bikin hasil base makeupnya jelek. baca baca ini termasuk tabir surya fisik yah .. dan cocok di kulit berjerawat.",0,1,1,0
28078,"walaupun mahal tapi bernilai setiap sen. saya suka dan cocok banget sama sunblock ini. shade beige atau pink dua2nya bagus dikulitku nc20 gak bikin dull, mudah menyerap dan ngeblend banget sama kulit. yg beige jadi kayak kulit sendiri klo yg berwarna pink bikin keliatan lebih cerah dan nampak segar. teksturnya agak cair tapi mudah menyerap dikulit dan lama habisnya loh jadi hemat banget walaupun sedikit mahal",-1,0,1,0
30534,"sukaaaa banget sama produk ini. efisien, bisa dibawa bawa. pakainya gampang, tinggal semprot, dan mampu menyerap. ngga bikin licin dan lengket, jadi ngga kusam ke wajah. walaupun harga ngga murah, tapi worth it deh.",1,0,1,0
30778,"sunblock clarins uv plus ini bagus banget. cepet banget menyerap nya, ringan di muka, gak greasy, gak bikin whitecast, gak bikin oily juga. ditimpuk diatas make up oke oke aja. breakout gak bikin dan gatel juga. suka banget cuma sayang harganya mahal jadi bikin susah buat setia sama sunblock ini.",-1,0,0,0
30816,"kesan pertama: mahal banget. tapi emang bagus. ringan, ngga greasy, ngga white cast. ngga bikin susah makeup-an. setelah beberapa jam, ngga bikin keringeta ndan tampak kusam. cuma ya itu, mahal hikss",-1,0,1,0
31577,"harus taruh di kantong karna serum ini berasa multifungsi. biasa aku pakai saat pagi. teksturnya agak aneh, agak berminyak tapi untungnya ini manjur untuk kulit kering. ada spf-nya juga. packagingnya kurang baik, agak takut kalo kemasannya kesqueeze pas di dalam tas. sejauh ini saya menyukainya!",0,-1,1,0
31690,"pelindung uv immortelle ini bagus banget di muka. terapkan sebelum pake make up gak bikin make up amburadul pas siang hari. gak bikin minyak, ringan cepet meresap, dan bikin muka cerahan juga. walau harganya cukup mahal tapi awet banget. satu pump udah cukup cover satu muka. layak banget buat dibeli.",-1,0,1,0
33286,"ini adalah sunblock pertama yang memiliki kualitas tinggi namun harga super murah yang pernah saya temui! pertama kali nyobain karena dapet 1 botol dari acara yang saya ikuti dan rohto adalah salah satu sponsornya. abis botol itu abis aku pembelian kembali 1 botol lagi. yang saya suka adalah produk ini super multifungsi, bisa jadi moisturizer dan sunblock, jadi ga usah repot 2 x pake produk. Selain itu bisa buat muka dan badan, jadi kalo lupa pake handbody di rumah bisa pake ini juga di jalan karena aku selalu taruh ini di tasku!",1,0,1,0
34466,saya suka sekali produk ini gampang sekali di aplikasikan secara semprot dan produk seketika langsung menyerap. tangan pun bersih pa perlu colek2. klo mau reaplly tinggal semprot dan tunggu produknya meresap. suka.,0,0,1,0
34734,beli ini karna suka banget nyobain sun block baru. tapi harga nya masih kemahalan menurut ku. isi nya hanya 30ml. spf 50pa +++ tidak berminyak sama sekali karna bahan dasarnya air dan gampang di temukan di semua counter loreal di mall. tidak bikin kulit ku break out. packaging nya travel friendly dan sangat mudah di bawa & quot; kemana saja.,-1,1,0,0
35218,"tiap sebelum berenang atau cuma sekedar jalan2 di bali atau jalan2 dimanapun matahari lg nyengat bgt pasti wajib banget pake ini sblm berangkat dan kalo buat berenang gue double in lagi 10mins sblm renang, emang tidak diragukan lagi sih banana boat bener2 ngelindungin kulit dari sengatan matahari, biasanya pun buat berenang gue olesin juga dimuka, tapi ga begitu banyak dan ini ga bikin muka gue iritasi. teksturenya ringan banget, agak lengket, tapi ga bikin berminyak dikulit, nyerapnya juga lumayan cepet, aromanya juga enak, enggak ganggu. belom lagi harganya terjangkau dengan kualitas yang bagus bgt dan gampang bgt di dapetinnya.",1,0,1,1
36215,"salah satu produk kesukaan aku di aku ini cocok aja, gak bikin komedoan, lumayan murah dan gampang di cari rasanya emang rada oily di kulit trus nyerapnya juga harus nunggu 15 menitan, itu aja sih kurang..tp over all, i like it",1,0,1,0
37128,"teksturnya semi creamy + gel gitu karena dia berbahan dasar air. wanginya enak segar wangi citrus. pas dipake di muka kesannya super ringan dengan hasil matte, cocok banget buat kulit kombinasi kayak aku. spf nya juga tinggi 50 dengan pa +++ super suka sama sunblock iniii pasti akan membeli kembali & lt; 3",0,0,1,1
38302,"sunscreen ini waterproof, bisa dipakai berenang ataupun berenang lagi ke pantai atau pulau. spf nya tinggi dan pump packagingnya jadi lebih bagus dan higienis. pas aku pake di kulit wajah terasa agak perih dan panas gitu tapi lama kelamaan biasa aja dan gak menyebabkan break out.",0,1,0,0
38446,"Saya pasti suka, cinta, cinta super dengan produk ini. udah pake produk ini 1 tahun dan banyak kasih proteksi ke kulit muka saya. shade pink nya bener bener bikin cerah muka, tanpa bedak pun, muka terlihat cerah. bentuknya cair, jadi gampang di baurkan dengan jari, cepat juga menyerap dan bener bener memproteksi tinggi pada kulit wajah kita dan mencegah flek. efeknya berasa pada saat saya liburan ke pantai. panas panasan seharian, ga bikin kulit muka gosong, nambah flek, mertua aja sampai heran, karena sunblock yang dia pake dari dokter kulit, dengan harga dan jumlah spf yang sama malah bikin kulit muka dia terbakar saat itu. saya sudah membeli kembali produk ini .. dan pasti akan membeli kembali",0,0,1,0
39698,tabir surya ini bagus saat pengaplikasian langsung meresap tidak menimbulkan kesan lengket pada kulit. wanginya enak dan tidak se menyengat produk wardah yang lain. tapi sayang produk yang katanya sunscreen gel tapi teksturnya kaya lotion ya. tapi secara keseluruhan produk ini bagus dan worth it untuk harga yang cukup terjangkau,1,0,1,1
39788,"sunblock yang ringan, mudah diaplikasikan, melindungi kulit dari sinar uv sekaligus merawat dan melembabkan kulit. teksturnya cair dan ringan, tapi untuk aku yang memiliki kulit berminyak, jatuhnya agak berminyak setelah pemakaian lebih dari 5 jam. worth it sih, tapi sayang agak mahal.",-1,0,1,0
40401,"Seneng banget dapet biore ini ternyata ada di hero jogja, ga perlu po di lapak-lapak fd, dan harganya murah juga 104 ribu aja, langsung ambil lah kesannya sih awal pemakaian sukaaaa ga kerasa lagi pakai tabir surya, teksturnya kaya airrrr, ga lengket juga dimuka, taaaapi ini spf nya besar, abis pulang ke rumah langsung cepet-cepet aja bersihin sih parnoan kalau timbul jerawat nantinya hahaha bakal dibeli kembali sih tapi abisin yang ada dulu, ini aja lama banget ga abis-abis hahaha",1,0,1,0
42378,"cintaa banget sama clarins uv plus ini! cepat meresap dan ga buat oily di mukaku. kemana2 selalu pake uv ini, biarpun cuman keluar sebentar ke mart aku selalu pake ini tanpa pelembab lagi. untuk harga iya termasuk mahal, tapi menurutku bisa hemat juga karena pemakaian sedikit aja bisa langsung membaur..love dehh pokoknya! :)",-1,0,1,0
43118,"sunblock kesukaan, selalu membeli kembali kalau habis. ga terlalu mudah dicari sih soalnya cuma ada di supermarket besar macem hypermart. harganya murah, ga bikin kantong bolong. cocok banget buat mahasiswa. sunblocknya cair banget dan sebelum dipakai harus dikocok. waktu pertama diaplikasiin memang agak keputihan di kulitku tapi lama sunblocknya ngeblend dengan warna kulit asli kita. oil controlnya juga bagus. dipakai seharian tetep berminyak sih tapi ga parah minyakannya. sunblock ini coveragenya sheer, ga menutup bekas jerawat tapi yang bikin sunblock ini bagus sih, jatuhnya jadi ringan di wajah. mungkin untuk beberapa orang ada yang ga cocok sama sunblock ini karena kerasa banget kandungan siliconnya, tapi buatku itu ngga masalah selama pakai ini ga pernah breakout walaupun pakainya tiap hari.",1,0,1,0
45952,"salah satu sun block favorit. spf tinggi dan waterproof, jadi tenang kalo buat ini. biar berkeringat juga aman. teksturnya tebal tapi nggak bikin kulit keliatan berminyak. hasil akhirnya matte gitu. suka aku tumpuk lagi sama cc cream dan fine aja. mengingat harganya yang cukup mahal, masih berusaha mencari sun block laternatif sih. tapi kalo buat yang nggak masalah sama harga, sunblock ini oke banget.",-1,0,1,0
47486,"kulit aku (baik muka atau badan) sensitif banget kalau kena matahari. sensitifnya langsung memerah dan pedih, terus muncul kaligata (badan), atau pedih banget dan gatel (kulit muka). sehingga, kalau pake sunblock yang ngga tahan lama di kulit pasti kerasa banget bedanya. nah apa yang saya suka dari produk ini: 1. cepat menyerap 2. tidak ada whitecast - terutama kalo kefoto flash 3. tahan lama - 8 jam, setelah 8 jam kena air wudhu udah bubar jalan 4. ga butuh banyak2 cm beberapa tetes aja, jadi meskipun cuma 30ml tahan selama 7 bulan (pemakaian sehari-hari) 5. packaging simple jd bs ditaro di tas dan higienis 6. murah 7. gak bikin breakout 8. nahan minyak banget minimal 6 jam - indoor, 4 jam - oudoor sangat recommended banget if Anda memiliki kulit yang sangat berminyak",1,1,1,0
49055,"sunblock ini ringan banget di muka, cocok untuk yg kulitnya berminyak karena gak bikin berminyak, juga breakout gak bikin. teksturnya cair, warnanya putih, gampang menyerap, gak whitecast dan hasilnya matte di muka. produk yang sangat bagus untuk menjadi basis makeup juga. mungkin sedikit mahal, tapi itu semua sepadan, dan bertahan lama juga. dengan pemakaian sehari-hari, saya butuh waktu sekitar 6 bulan untuk menyelesaikannya. akan selalu dan selalu membeli kembali.",-1,0,1,0
49703,"ini tabir surya paling oke. Sudah efektif, murah, awet dan ga bikin breakout pula sunscreen ini begitu diaplikasikan di muka, ga bikin lengket dan walaupun kita makenya banyak, ga berat di muka. aku mikirnya karena produknya kecil jadi bakalan cepet habis, ternyata engga. sudah 3 bulan ini produknya ga habis2 padahal makenya juga setiap hari",1,0,1,0
55961,"oh saya suka produk ini !! selalu jadi andalan saat dapet kerjaan di luar ruangan. teksturnya ringan, dengan hasil akhir yg matte tapi gak bikin white cast. oil control nya oke banget sih ... biasa 2 jam udah berminyak, tapi kalo pake sunblock ini 87 jam baru keliatan berminyak. kemasannya juga ramah perjalanan, jadi gak nyusahin untuk dibawa kemana-mana :) minusnya sih cuma karena produk ini sulit didapat aja. toko online harus nitip temen atau po sama yg beli di luar :(",0,1,1,0
60573,"my best moisturizer sekaligus sunblock yang ngasih efek glowing natural dan bikin kulit wajah lebih sehat.kalo aku pake ini disiang hari as moisturizer, jadi cellumination deep surgenya aku jadiin krim malam aja biar gak dobel-dobel.gampang meresap dan gak bikin bruntusan apalagi iritasi. botol kemasannya dilengkapi pump untuk ngeluarin isinya, lebih higienis dan praktis. harganya sesuai karena sebanding dengan manfaat yg didapat.",0,1,1,0
62075,"my holygrail sunblock pertama coba dpt sample dari beli merk lain di airport hk pas pake kaget karna teksturnya yg oke bgt dan di apply ke muka ga ada whitecast sama skali, cepet ngeresep, dan bikin muka tambah lembab trus ditimpa makeup ga masalah sama skali! pokoknya oke bgt buat dipake tiap hari kekurangannya harganya yang mahal bgt, tapi berhubung uda cocok males coba-coba merk lain",-1,0,1,0
62647,"Ini sunscreen yang ideal banget deh, formula gelnya nyaman dipake, enggak white cast, enggak oily, dan spf-nya juga pas buat sehari-hari. Selain itu, harganya murah bingit. apa yang bisa kami minta lebih banyak? life savior deh produk ini, mau dipake banyak juga gak masalah. selalu nyetok produk ini.",1,0,1,0
77130,cinta banget sama nivea yang satu ini. dia ampuh banget buat menghalau matahari :)) seriusan gak jadi item. waktu itu ada kegiatan diklat di mana kegiatannya tuh di lapangan dan seharian selama sebulan. teman2ku yang pake produk spf yang lain tetep item sedangkan aku putih sendiri :)) ada fungsi pemutih juga walaupun harganya mahal banget tapi worth it banget deh. membeli kembali? tentu !! karena aku sering melakukan kegiatan outdoor ^^,-1,0,1,0
78706,"sangat menyukai tabir surya ini! teksturnya sangat ringan, encer. Aku pakai shade rosy glow, kata banya, kalau kulit kering baik jgn pakai shade. wangi nya lembut, tabir surya ga nusuk kayak bau lain. tidak lengket",0,0,1,1
78809,"Tabir surya favorit saya, teksturnya banget light, diapply di muka tidak terasa berminyak dan tidak bikin white cast di wajah anda. bagus untuk kulit sensitif, ngga bikin breakout juga, spfnya juga tinggi dengan pa +++. tapi barang ini susah di cari di indo, dan biasanya harus melalui olshop dan harganya lumayan mahal jadinya",-1,0,1,0
78898,"Iya! Iya! ini tabir surya harus saya. banyak yang bikin favorit. Pertama ini tidak bikin abu-abu, kedua tidak begitu berminyak malah bikin kulit dewy, ketiga tidak bikin break out, keempat cepat meresap, kelima tidak white cast, keenam oil control nya bagus, ketujuh spf dan pa nya lumayan tinggi, apa lagi ya. .. kedelapan wanginya enak, tidak jelas pokoknya, aku tidak bisa hidup tanpanya. membeli kembali? benar",0,0,1,1
